DR_NO;Date Rptd;AREA NAME;Crm Cd Desc
201613126;09/23/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201608171;04/17/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
201609970;06/13/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201611389;07/26/2020 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
201610267;06/19/2020 12:00:00 AM;Foothill   ;ROBBERY                                                 
201606974;03/11/2020 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201615469;12/05/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER            
201611205;07/19/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201614137;10/23/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201608969;05/11/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201609199;05/19/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201608527;04/28/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201612854;09/13/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201606927;03/10/2020 12:00:00 AM;Foothill   ;TRESPASSING                                             
201611907;08/12/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201615719;12/16/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201608239;04/18/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201610957;07/11/2020 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
201614939;11/20/2020 12:00:00 AM;Foothill   ;SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH 
201608999;05/12/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201606174;02/22/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201614203;10/26/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201609629;06/01/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201613413;10/01/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201608823;05/06/2020 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201611252;07/20/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201610326;06/23/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201609593;05/31/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201606351;02/26/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201605304;02/01/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201615890;12/21/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201605593;02/07/2020 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
201615722;12/15/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201611188;07/19/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201614856;11/18/2020 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201614163;10/23/2020 12:00:00 AM;Foothill   ;TRESPASSING                                             
201611282;07/21/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201607227;03/17/2020 12:00:00 AM;Foothill   ;BIKE - STOLEN                                           
201611652;08/03/2020 12:00:00 AM;Foothill   ;ROBBERY                                                 
201614396;11/02/2020 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
201609371;05/24/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201606572;03/02/2020 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
201612258;08/24/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201611699;08/04/2020 12:00:00 AM;Foothill   ;BATTERY WITH SEXUAL CONTACT                             
201609275;05/20/2020 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201614606;11/09/2020 12:00:00 AM;Foothill   ;BUNCO, PETTY THEFT                                      
201614874;11/18/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201614971;11/21/2020 12:00:00 AM;Foothill   ;CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT                 
201607626;04/01/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201604934;01/23/2020 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
201604337;01/09/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201610398;06/25/2020 12:00:00 AM;Foothill   ;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)
201611324;07/23/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201615358;12/05/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201611233;07/20/2020 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
201614962;11/21/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201606039;02/19/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201615338;12/03/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201600519;01/14/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201608018;04/12/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201612643;09/06/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201608522;04/27/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201611714;08/05/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201612130;08/20/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
211611656;09/20/2021 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201609410;05/25/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201609965;06/13/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201606550;03/02/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201611623;08/01/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201611478;07/27/2020 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201608681;05/02/2020 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201608524;04/28/2020 12:00:00 AM;Foothill   ;BATTERY POLICE (SIMPLE)                                 
201610731;07/04/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201608585;04/29/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201604504;01/13/2020 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201614949;11/21/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201607566;03/29/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201610084;06/16/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201608337;04/22/2020 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
201610985;07/12/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201613174;09/24/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201606267;02/24/2020 12:00:00 AM;Foothill   ;ROBBERY                                                 
201611126;07/16/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201608196;04/17/2020 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
201613362;09/30/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201610676;07/02/2020 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
201605417;02/03/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201610168;06/18/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201612119;08/19/2020 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
201614060;10/18/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
211605621;02/26/2021 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201614563;11/08/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201612351;08/27/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201615509;12/09/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201605575;02/07/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201612971;09/17/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201600861;12/07/2020 12:00:00 AM;Foothill   ;ATTEMPTED ROBBERY                                       
201600613;03/30/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201613616;10/08/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201612160;08/05/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201615935;12/22/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201604918;01/23/2020 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201611995;08/16/2020 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
201614149;10/23/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201616148;12/31/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201605442;02/02/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201606194;02/22/2020 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
201615261;12/01/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201612095;08/18/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201606327;02/25/2020 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
201607005;03/12/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201610254;06/22/2020 12:00:00 AM;Foothill   ;BURGLARY, ATTEMPTED                                     
201611757;08/06/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201606782;03/06/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201611477;07/27/2020 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
201608882;05/09/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201615218;11/30/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201605210;01/29/2020 12:00:00 AM;Foothill   ;BUNCO, PETTY THEFT                                      
201605157;01/29/2020 12:00:00 AM;Foothill   ;FAILURE TO YIELD                                        
201608525;04/27/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201609338;05/22/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201608472;04/26/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201608700;05/03/2020 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201609580;05/30/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201604810;01/20/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201610145;06/18/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201611742;08/06/2020 12:00:00 AM;Foothill   ;ATTEMPTED ROBBERY                                       
201613884;10/16/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
211607890;05/17/2021 12:00:00 AM;Foothill   ;SEXUAL PENETRATION W/FOREIGN OBJECT                     
201605890;02/15/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201609946;06/13/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201604640;01/15/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201612033;08/17/2020 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201613975;10/18/2020 12:00:00 AM;Foothill   ;ROBBERY                                                 
201604821;01/20/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201607991;04/11/2020 12:00:00 AM;Foothill   ;ATTEMPTED ROBBERY                                       
201608755;05/05/2020 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
201614170;10/24/2020 12:00:00 AM;Foothill   ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
201610934;07/10/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201604090;01/03/2020 12:00:00 AM;Foothill   ;ROBBERY                                                 
201613179;09/24/2020 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201612513;09/01/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201612534;09/02/2020 12:00:00 AM;Foothill   ;DOCUMENT FORGERY / STOLEN FELONY                        
201613075;09/20/2020 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
201612835;09/13/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201609971;06/13/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201607707;04/02/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201606700;03/04/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201612005;08/16/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201615167;11/25/2020 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201604359;01/09/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201613479;10/04/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201613477;10/04/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - ATTEMPT                                   
201604201;01/06/2020 12:00:00 AM;Foothill   ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
201605854;02/13/2020 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201606460;02/28/2020 12:00:00 AM;Foothill   ;ROBBERY                                                 
201614467;11/04/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201604790;01/18/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
211604634;01/23/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201607398;03/24/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201612217;08/10/2020 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201614367;11/02/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201612572;09/03/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201612352;08/27/2020 12:00:00 AM;Foothill   ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
201610698;07/03/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201614457;11/04/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201614574;11/08/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201608668;05/01/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201610542;06/29/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201607526;03/26/2020 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201614432;07/31/2020 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201612565;09/03/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201604040;01/01/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201608519;04/27/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201614943;11/20/2020 12:00:00 AM;Foothill   ;BRANDISH WEAPON                                         
201614624;11/09/2020 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201600792;09/22/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201604336;01/08/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201613596;10/07/2020 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201605509;02/05/2020 12:00:00 AM;Foothill   ;VIOLATION OF COURT ORDER                                
201607878;04/08/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201608855;05/07/2020 12:00:00 AM;Foothill   ;TRESPASSING                                             
201600854;11/25/2020 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
201609841;06/09/2020 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201613523;10/05/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201611978;08/14/2020 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
201612401;08/26/2020 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201610057;06/16/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201609120;05/16/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201608925;05/10/2020 12:00:00 AM;Foothill   ;BRANDISH WEAPON                                         
201612245;08/23/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201604853;01/21/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201611839;08/10/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201610302;06/23/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201607591;03/30/2020 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
201608461;04/26/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201608772;05/04/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201609178;05/18/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201607373;03/23/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201611185;07/18/2020 12:00:00 AM;Foothill   ;TRESPASSING                                             
201607173;03/16/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201607027;03/12/2020 12:00:00 AM;Foothill   ;BUNCO, PETTY THEFT                                      
201610771;07/05/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201614466;11/04/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211604692;01/21/2021 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201612247;08/23/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER            
201608619;04/30/2020 12:00:00 AM;Foothill   ;TRESPASSING                                             
201608101;04/15/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201609151;05/18/2020 12:00:00 AM;Foothill   ;OTHER ASSAULT                                           
201615742;12/15/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201613497;10/05/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201605891;02/15/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201609094;05/15/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201611006;07/12/2020 12:00:00 AM;Foothill   ;ROBBERY                                                 
211605021;02/05/2021 12:00:00 AM;Foothill   ;SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ
201608445;04/25/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201607997;04/10/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201612948;09/16/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201600633;04/19/2020 12:00:00 AM;Foothill   ;BURGLARY, ATTEMPTED                                     
201606528;03/02/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201612631;09/06/2020 12:00:00 AM;Foothill   ;VIOLATION OF TEMPORARY RESTRAINING ORDER                
201611352;07/24/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201611943;08/11/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201606468;02/29/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201611341;07/23/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201615826;12/19/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201604164;01/05/2020 12:00:00 AM;Foothill   ;TRESPASSING                                             
201606319;02/25/2020 12:00:00 AM;Foothill   ;BRANDISH WEAPON                                         
201614181;10/24/2020 12:00:00 AM;Foothill   ;FAILURE TO YIELD                                        
201605664;02/08/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201615513;12/09/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201614771;11/15/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201609386;05/23/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201604127;01/04/2020 12:00:00 AM;Foothill   ;THEFT, PERSON                                           
201609800;06/08/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201604532;01/14/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201609819;06/08/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201610639;07/01/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201607534;03/28/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201610843;07/07/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201610704;07/03/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201600867;12/05/2020 12:00:00 AM;Foothill   ;RAPE, FORCIBLE                                          
201611867;08/11/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201613529;10/04/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201616140;12/31/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201609124;05/17/2020 12:00:00 AM;Foothill   ;OTHER MISCELLANEOUS CRIME                               
201605322;02/01/2020 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201607303;03/20/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201600530;01/21/2020 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
211607880;05/17/2021 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201615587;12/11/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201607228;03/17/2020 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201610956;07/11/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201609210;05/19/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201607350;03/22/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201612246;08/23/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201607546;03/28/2020 12:00:00 AM;Foothill   ;BRANDISH WEAPON                                         
201604683;01/16/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201615035;11/24/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201613572;10/06/2020 12:00:00 AM;Foothill   ;BATTERY POLICE (SIMPLE)                                 
201604112;01/03/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201607507;03/27/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201611427;07/26/2020 12:00:00 AM;Foothill   ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
201607845;04/07/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201607959;04/10/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201615939;12/20/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201612528;09/02/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201610543;06/29/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201608884;05/09/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201609941;06/13/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201612019;08/16/2020 12:00:00 AM;Foothill   ;ROBBERY                                                 
201614908;11/19/2020 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
